,institution_main,professors,associateprof,assistantprof,instructors,lecturers,state,instlevel,instcontrol,hbcuflag,tribalflag,degofurbanization,instsize,gradrate4yrs,gradrate5yrs,gradrate6yrs,transferrate,gradrate,instructionalstaff,researchstaff,publicservicestaff,academicaffairstaff,publicflag,postsecondaryflag,yearsofcollegerequired,inststatus,postsecondaryprimary,activeflag,titleiveligible,admissionsmen,admissionswomen,admissionstotal,applicantsmen,applicantswomen,applicantstotal,enrolledmen,enrolledwomen,enrolledtotal,retentionrate_fulltime,retentionrate_parttime,studenttofacultyratio,associatesflag,bachelorsflag,mastersflag,phdresearchflag,phdproflag,predominantdemo_bachelors,predominantdemo_masters,predominantdemo_phd,sat25thperreading,sat75thperreading,sat25thpermath,sat75thpermath,act25thpercomp,act75thpercomp,act25thpereng,act75thpereng,act25thpermath,act75thpermath
2372,University of Phoenix-North Carolina,166,182,201,56,19,NC,1,3,2,2,11,1,0,0,0,20,0,-149,-5,74,60,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,61,45,11,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2373,University of Phoenix-Pennsylvania,166,182,201,56,19,PA,1,3,2,2,11,1,0,9,9,20,9,-149,-5,74,60,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,40,43,14,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2374,University of Phoenix-Texas,166,182,201,56,19,TX,1,3,2,2,11,1,2,10,13,20,13,15,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,72,45,19,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2375,University of Phoenix-Utah,166,182,201,56,19,UT,1,3,2,2,21,1,0,0,0,20,0,-149,-5,74,60,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,75,16,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2376,University of Phoenix-Virginia,166,182,201,56,19,VA,1,3,2,2,11,-2,22,34,71,20,50,-149,-5,74,60,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,37,29,19,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2377,University of Phoenix-Washington,166,182,201,56,19,WA,1,3,2,2,21,1,0,0,0,20,0,-149,-5,74,60,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,85,50,21,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2378,University of Pikeville,30,37,36,5,0,KY,1,2,2,2,33,2,23,31,33,46,32,127,0,0,20,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,55,80,17,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2379,University of Pittsburgh-Bradford,8,25,30,6,0,PA,1,1,2,2,33,2,35,42,44,38,43,77,0,1,1,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,8,1.0,0,1,0,1,White,White,White,455,625,502,661,22,22,23,27,22,24
2380,University of Pittsburgh-Greensburg,7,31,17,25,0,PA,1,1,2,2,21,2,25,35,36,55,36,85,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,50,45,13,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2381,University of Pittsburgh-Johnstown,17,53,41,22,0,PA,1,1,2,2,23,2,37,52,54,35,55,135,0,0,0,1,1,-2,A,1,1,1,438,891,1329,503,1041,1544,204,361,565,78,20,17,0.0,1,1,1,0,White,UnknownEthnicity,White,455,625,502,661,22,22,23,27,22,24
2382,University of Pittsburgh-Pittsburgh Campus,1036,1040,1733,192,260,PA,1,1,2,2,11,5,69,82,84,13,84,4491,744,68,139,1,1,-2,A,1,1,1,1333,2437,3770,1915,3404,5355,281,500,781,83,45,13,1.0,1,1,1,0,White,White,White,455,625,502,661,22,22,23,27,22,24
2383,University of Portland,48,84,62,63,14,OR,1,2,2,2,11,2,76,83,84,13,84,364,0,0,13,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,12,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2384,University of Providence,11,11,10,4,1,MT,1,2,2,2,13,2,28,38,38,20,38,59,0,0,7,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,61,47,16,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2385,University of Puget Sound,122,38,49,17,0,WA,1,2,2,2,12,2,68,75,77,20,77,243,0,0,36,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,60,36,16,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2386,University of Redlands,121,30,22,1,11,CA,1,2,2,2,13,2,63,70,71,8,71,324,0,0,57,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,0,9,1.0,1,1,1,0,Asian,Asian,Asian,455,625,502,661,22,22,23,27,22,24
2387,University of Redlands Graduate School of Theology,166,182,201,56,19,CA,1,2,2,2,21,-2,22,34,71,20,50,-149,-5,74,60,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,0,1,0,0,White,White,White,455,625,502,661,22,22,23,27,22,24
2388,University of Rhode Island,267,158,188,0,159,RI,1,1,2,2,21,4,53,66,69,20,71,889,18,0,269,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,94,45,16,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2389,University of Richmond,126,134,75,1,1,VA,1,2,2,2,12,2,82,87,88,9,88,494,5,0,106,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,87,45,20,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2390,University of Rio Grande,14,6,37,11,0,OH,1,2,2,2,42,2,13,16,19,9,25,107,0,0,0,1,1,-2,A,1,1,1,34,124,158,55,220,275,5,18,23,76,45,10,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2391,University of Rochester,687,653,809,231,30,NY,1,2,2,2,12,4,75,84,86,20,86,2589,452,0,194,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,55,35,17,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2392,University of Saint Francis-Fort Wayne,14,23,62,18,0,IN,1,2,2,2,11,2,41,48,50,20,51,178,0,0,30,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,75,45,7,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2393,University of Saint Joseph,18,47,58,4,0,CT,1,2,2,2,21,2,48,55,56,31,56,203,1,0,148,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,0,1,0,0,White,White,White,455,625,502,661,22,22,23,27,22,24
2394,University of Saint Katherine,0,0,6,0,1,CA,1,2,2,2,21,1,22,34,71,20,50,16,0,0,1,1,1,-2,A,1,1,1,365,247,612,580,440,1020,229,108,337,75,83,15,0.0,1,1,1,0,White,White,White,470,550,450,550,16,22,15,21,16,21
2395,University of Saint Mary,8,21,17,26,0,KS,1,2,2,2,31,2,38,55,56,36,56,94,1,0,9,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,36,45,18,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2396,University of San Diego,206,147,113,16,0,CA,1,2,2,2,11,3,69,79,80,20,80,656,5,12,166,1,1,-2,A,1,1,6,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,15,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2397,University of San Francisco,148,156,137,12,0,CA,1,2,2,2,11,4,63,71,71,20,71,671,4,0,0,1,1,-2,A,1,1,1,20,58,78,22,66,88,18,46,64,77,67,10,0.0,1,0,0,0,Hispanic,Asian,White,455,625,502,661,22,22,23,27,22,24
2398,University of Science and Arts of Oklahoma,17,14,9,6,0,OK,1,1,2,2,32,1,32,40,41,24,41,46,0,0,15,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,74,45,14,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2399,University of Scranton,93,77,69,2,2,PA,1,2,2,2,13,2,74,81,82,20,82,320,0,1,46,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,10,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2400,University of Sioux Falls,11,22,20,2,0,SD,1,2,2,2,12,2,46,55,56,20,58,131,0,0,3,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,42,45,30,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2401,University of South Alabama,163,178,338,121,1,AL,1,1,2,2,12,4,26,40,45,33,45,922,0,0,179,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,93,45,14,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2402,University of South Carolina Aiken,30,52,43,33,0,SC,1,1,2,2,21,2,24,37,41,44,41,189,0,0,7,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,51,34,21,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2403,University of South Carolina Beaufort,11,32,26,25,0,SC,1,1,2,2,31,2,23,32,34,45,34,116,0,0,1,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,86,0,10,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2404,University of South Carolina-Columbia,480,530,433,220,26,SC,1,1,2,2,12,5,65,76,78,16,78,1903,243,59,31,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,14,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2405,University of South Carolina-Upstate,42,57,64,69,0,SC,1,1,2,2,22,3,30,43,47,34,47,296,0,0,5,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,12,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2406,University of South Dakota,78,91,116,96,35,SD,1,1,2,2,32,3,43,57,60,25,60,501,5,0,37,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,88,45,10,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2407,University of South Florida,511,534,512,455,0,FL,1,1,2,2,11,5,59,71,74,11,74,2326,348,0,549,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,62,42,19,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2408,University of South Florida-Sarasota-Manatee,166,182,201,56,19,FL,1,1,2,2,21,-2,22,34,71,20,50,-149,-5,74,60,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,78,74,20,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2409,University of South Florida-St Petersburg,166,182,201,56,19,FL,1,1,2,2,11,-2,22,34,71,20,50,-149,-5,74,60,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,78,83,8,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2410,University of Southern California,1039,685,508,1,170,CA,1,2,2,2,11,5,79,90,92,20,92,2838,273,1999,81,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,88,86,19,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2411,University of Southern Indiana,48,116,110,75,0,IN,1,1,2,2,22,4,36,49,52,25,53,411,0,0,85,1,1,-2,A,1,1,1,392,283,675,680,420,1100,76,56,132,59,0,11,0.0,1,0,0,0,White,Asian,White,470,560,470,550,16,23,14,23,16,21
2412,University of Southern Maine,82,66,93,1,47,ME,1,1,2,2,13,3,20,32,36,38,36,470,10,0,55,1,1,-2,A,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2413,University of Southern Mississippi,153,191,185,78,22,MS,1,1,2,2,13,4,31,46,50,20,50,684,52,0,40,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,12,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2414,University of St Francis,26,23,28,19,0,IL,1,2,2,2,21,2,38,59,60,20,60,159,0,0,21,1,1,-2,A,1,1,1,356,499,855,377,519,896,139,212,351,80,45,16,1.0,1,1,1,1,White,White,White,455,625,502,661,22,22,23,27,22,24
2415,University of St Thomas,27,46,43,12,0,TX,1,2,2,2,11,2,36,61,66,20,66,198,0,0,8,1,1,3,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,0,1,1,0,White,White,Asian,455,625,502,661,22,22,23,27,22,24
2416,University of St Thomas,133,164,65,6,48,MN,1,2,2,2,11,3,70,79,80,15,80,531,0,0,63,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,6,45,16,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2417,University of St. Augustine for Health Sciences,7,26,112,45,1,CA,1,3,2,2,21,2,22,34,71,20,50,366,0,0,88,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,72,45,8,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2418,University of Texas Health Science Center at Tyler,12,16,20,3,0,TX,1,1,2,2,12,1,22,34,71,20,50,75,35,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,88,86,20,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2419,University of Texas Southwestern Medical Center,410,425,1027,43,0,TX,1,1,2,2,11,2,22,34,71,20,50,1991,3,446,49,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,63,50,14,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2420,University of the Cumberlands,59,99,76,8,0,KY,1,2,2,2,33,4,29,39,40,34,40,474,0,0,66,1,1,-2,A,1,1,1,818,685,1503,1071,928,1999,414,348,762,63,45,16,0.0,1,1,0,0,White,White,White,455,625,502,661,22,22,23,27,22,24
2421,University of the District of Columbia,45,76,72,16,0,DC,1,1,1,2,11,2,21,37,42,22,23,346,10,7,79,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,72,45,20,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2422,University of the District of Columbia-David A Clarke School of Law,16,5,2,0,0,DC,1,1,1,2,11,1,22,34,71,20,50,30,0,0,4,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,77,44,27,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2423,University of the Incarnate Word,88,109,108,34,1,TX,1,2,2,2,11,3,33,50,56,26,56,473,0,0,20,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,63,45,16,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
2424,University of the Ozarks,15,5,19,9,0,AR,1,2,2,2,33,1,33,46,47,20,47,52,0,0,21,1,1,-2,A,1,1,1,1227,1204,2431,1654,1552,3206,202,91,293,56,45,13,0.0,1,1,0,0,White,Asian,White,430,540,480,520,15,19,17,21,15,21
