institution,publicflag,postsecondaryflag,yearsofcollegerequired,inststatus,postsecondaryprimary,activeflag,titleiveligible,admissionsmen,admissionswomen,admissionstotal,applicantsmen,applicantswomen,applicantstotal,enrolledmen,enrolledwomen,enrolledtotal,retentionrate_fulltime,retentionrate_parttime,studenttofacultyratio,associatesflag,bachelorsflag,mastersflag,phdresearchflag,phdproflag
Copper Mountain Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,57,82,13,1,0,0,0,0
Coppin State University,1,1,-2,A,1,1,1,588,1773,2361,1752,4121,5873,74,227,301,65,60,12,0,1,1,0,1
Corban University,1,1,-2,A,1,1,1,260,670,930,535,1389,1924,72,144,216,79,45,13,1,1,1,0,0
Corinth Academy of Cosmetology,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,81,67,17,0,-2,-2,-2,-2
Cornell College,1,1,-2,A,1,1,1,920,1235,2155,1165,1450,2615,148,142,290,74,45,12,0,1,1,0,0
Cornell University,1,1,-2,A,1,1,1,2457,3057,5514,26848,24652,51500,1481,1768,3249,96,45,9,0,1,1,1,1
Cornerstone University,1,1,-2,A,1,1,1,644,1064,1708,733,1231,1964,117,163,280,86,45,15,1,1,1,1,0
Cornish College of the Arts,1,1,-2,A,1,1,1,131,332,463,172,415,587,26,70,96,59,45,8,0,1,0,0,0
Cortiva Institute-Arlington,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,15,0,-2,-2,-2,-2
Cortiva Institute-Baltimore,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,24,0,-2,-2,-2,-2
Cortiva Institute-Cromwell,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,88,86,15,0,-2,-2,-2,-2
Cortiva Institute-Florida,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,15,0,-2,-2,-2,-2
Cortiva Institute-King of Prussia,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,15,0,-2,-2,-2,-2
Cortiva Institute-Maitland,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,68,45,20,0,-2,-2,-2,-2
Cortiva Institute-Pompano,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,15,0,-2,-2,-2,-2
Cosmetology & Spa Academy,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,88,75,18,0,-2,-2,-2,-2
Cosmetology Academy of Texarkana,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,42,45,11,0,-2,-2,-2,-2
Cosmetology Career Center LLC,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,81,45,18,0,-2,-2,-2,-2
Cozmo Beauty School,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,83,80,8,0,-2,-2,-2,-2
Cosmetology Careers Unlimited College of Hair Skin and Nails,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,60,45,12,0,-2,-2,-2,-2
Cosmetology Concepts Niles,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,100,7,0,-2,-2,-2,-2
Cosmetology School of Arts and Science LLC,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,100,4,0,-2,-2,-2,-2
Cosmetology Training Center,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,86,45,16,0,-2,-2,-2,-2
Cosmo Beauty Academy,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,100,8,0,-2,-2,-2,-2
Cossatot Community College of the University of Arkansas,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,59,38,17,1,0,0,0,0
Cosumnes River College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,70,36,29,1,0,0,0,0
Cottey College,1,1,-2,A,1,1,1,589,336,336,0,555,555,814,103,103,75,45,6,1,1,0,0,0
County College of Morris,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,71,52,17,1,0,0,0,0
Covenant College,1,1,-2,A,1,1,1,279,318,597,289,323,612,102,106,208,84,45,12,0,1,1,0,0
Covenant School of Nursing and Allied Health,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,9,0,0,0,0,0
Covenant Theological Seminary,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0,0,1,1,0
Cowley County Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,63,56,18,1,0,0,0,0
Cox College,1,1,-2,A,1,1,1,2,4,6,2,4,6,2,4,6,82,45,10,1,1,1,0,0
Coyne College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,88,45,16,1,0,0,0,0
Crafton Hills College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,67,41,24,1,0,0,0,0
Cranbrook Academy of Art,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0,0,1,0,0
Crave Beauty Academy,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,25,0,5,0,-2,-2,-2,-2
Craven Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,70,39,12,1,0,0,0,0
Crawford County Career and Technical Center Practical Nursing Program,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,45,45,14,0,-2,-2,-2,-2
Creative Hair School of Cosmetology,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,50,45,17,0,-2,-2,-2,-2
Creative Images Institute of Cosmetology-North Dayton,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,58,56,16,0,0,0,0,0
Creative Images Institute of Cosmetology-South Dayton,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,66,25,12,0,0,0,0,0
Creative Touch Cosmetology School,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,12,0,-2,-2,-2,-2
Creighton University,1,1,-2,A,1,1,1,2197,3361,5558,3422,5260,8682,403,612,1015,92,45,12,1,1,1,1,1
Crescent City Bartending School,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,20,0,-2,-2,-2,-2
Crevier's Academy of Cosmetology Arts,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,5,0,-2,-2,-2,-2
Criswell College,1,1,-2,A,1,1,1,20,12,32,20,12,32,12,8,20,81,20,7,1,1,1,0,0
Crowder College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,66,36,13,1,0,0,0,0
Crowley's Ridge College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,74,45,10,1,1,0,0,0
Crown College,1,1,-2,A,1,1,1,249,196,445,590,359,949,77,82,159,66,29,16,1,1,1,0,0
CRU Institute of Cosmetology and Barbering,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,43,45,25,0,-2,-2,-2,-2
CT Aero Tech School,1,2,-2,A,2,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,18,0,0,0,0,0
Cuesta College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,70,40,27,1,0,0,0,0
Culinary Institute Inc,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,85,83,8,1,0,0,0,0
Culinary Institute of America,1,1,-2,A,1,1,1,717,1001,1718,751,1026,1777,286,284,570,81,45,21,1,1,1,0,0
Culinary Tech Center,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,43,0,-2,-2,-2,-2
Culpeper Cosmetology Training Center,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,13,0,-2,-2,-2,-2
Culver-Stockton College,1,1,-2,A,1,1,1,1153,438,1591,1174,444,1618,164,91,255,66,100,14,0,1,1,0,0
Cumberland County College,1,1,-2,A,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,62,41,17,1,0,0,0,0
Cumberland University,1,1,-2,A,1,1,1,617,927,1544,1177,1695,2872,258,375,633,66,25,17,1,1,1,0,0
CUNY Bernard M Baruch College,1,1,-2,A,1,1,1,4707,5188,9895,11458,12849,24307,1128,927,2055,88,57,20,0,1,1,1,0
CUNY Borough of Manhattan Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,59,39,22,1,0,0,0,0
CUNY Bronx Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,59,38,18,1,0,0,0,0
CUNY Brooklyn College,1,1,-2,A,1,1,1,6087,8568,14655,12958,16506,29464,948,1199,2147,82,50,17,0,1,1,0,0
CUNY City College,1,1,-2,A,1,1,1,6056,9051,15107,13855,16039,29894,971,1052,2023,80,71,15,0,1,1,1,1
CUNY Graduate School and University Center,1,1,1,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,10,0,1,1,1,1
CUNY Hostos Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,60,39,17,1,0,0,0,0
CUNY Hunter College,1,1,-2,A,1,1,1,5187,7885,13072,11991,20303,32294,1036,1580,2616,84,52,15,0,1,1,1,1
CUNY John Jay College of Criminal Justice,1,1,-2,A,1,1,1,3163,4706,7869,9152,11869,21021,667,1025,1692,83,67,19,1,1,1,0,0
CUNY Kingsborough Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,69,18,22,1,0,0,0,0
CUNY LaGuardia Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,63,25,23,1,0,0,0,0
CUNY Lehman College,1,1,-2,A,1,1,1,3318,6110,9428,7789,12268,20057,485,842,1327,81,67,17,0,1,1,0,1
CUNY Medgar Evers College,1,1,-2,A,1,1,1,3870,6099,9969,5037,7666,12703,327,532,859,49,45,20,1,1,0,0,0
CUNY New York City College of Technology,1,1,-2,A,1,1,1,9219,7801,17020,11921,9604,21525,1643,1255,2898,62,58,17,1,1,0,0,0
CUNY Queens College,1,1,-2,A,1,1,1,5764,7940,13704,11309,14312,25621,1004,1224,2228,83,70,17,0,1,1,0,0
CUNY Queensborough Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,61,41,19,1,0,0,0,0
CUNY School of Law,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0,0,0,0,1
CUNY Stella and Charles Guttman Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,66,45,17,1,0,0,0,0
CUNY System Office,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,1,0,0
CUNY York College,1,1,-2,A,1,1,1,3060,5130,8190,6261,9261,15522,290,559,849,63,45,19,0,1,1,0,0
Curry College,1,1,-2,A,1,1,1,1979,3336,5315,2213,3520,5733,209,310,519,65,100,12,0,1,1,0,0
Curtis Institute of Music,1,1,-2,A,1,1,1,8,6,14,230,344,574,8,5,13,100,45,2,0,1,1,0,0
Curve Metric School of Hair Design,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,6,45,15,0,-2,-2,-2,-2
Cutting Edge Academy,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,100,15,0,-2,-2,-2,-2
Cuyahoga Community College District,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,54,29,16,1,0,0,0,0
Cuyahoga Valley Career Center,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,89,8,0,-2,-2,-2,-2
Cuyamaca College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,71,44,26,1,0,0,0,0
CVPH Medical Center School of Radiologic Technology,1,1,-2,A,1,1,1,1,4,5,2,10,12,1,3,4,60,45,6,0,0,0,0,0
CyberTex Institute of Technology,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,96,45,11,0,-2,-2,-2,-2
Cypress College,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,25,1,1,0,0,0
Cyrus The Great International Online University,1,1,4,N,1,1,6,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0,0,1,0,0
D A Dorsey Technical College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,79,12,0,-2,-2,-2,-2
D&S School of Cosmetology,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,20,0,-2,-2,-2,-2
D'Jay's Institute of Cosmetology and Esthiology,1,1,-1,A,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,,-1,-1,-1,-1
D'Mart Institute,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,87,80,19,0,-2,-2,-2,-2
D'Youville College,1,1,-2,A,1,1,1,332,1135,1472,423,1332,1772,63,199,262,73,100,7,0,1,1,1,1
Dabney S Lancaster Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,60,55,17,1,0,0,0,0
Daemen College,1,1,-2,A,1,1,1,507,1286,1793,853,2049,2902,94,251,345,79,45,11,0,1,1,0,1
Dakota College at Bottineau,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,47,50,13,1,0,0,0,0
Dakota County Technical College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,68,56,22,1,0,0,0,0
Dakota State University,1,1,-2,A,1,1,1,395,194,595,471,235,712,268,115,383,71,33,18,1,1,1,1,0
Dakota Wesleyan University,1,1,-2,A,1,1,1,524,258,782,852,366,1218,100,76,176,69,45,12,1,1,1,0,0
Davis College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,43,8,1,1,0,0,0
Davis College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,43,8,1,0,0,0,0
Davis College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,43,8,1,1,0,0,0
Davis College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,43,8,1,0,0,0,0
Dallas Baptist University,1,1,-2,A,1,1,1,1582,3055,4637,1605,3099,4704,233,383,616,76,0,14,1,1,1,1,0
Dallas Barber & Stylist College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,87,45,11,0,-2,-2,-2,-2
Dallas Christian College,1,1,-2,A,1,1,1,67,45,112,284,190,474,36,14,50,35,45,9,1,1,0,0,0
Dallas College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,27,1,1,0,0,0
Dallas County Community College District,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Dallas Institute of Funeral Service,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,78,45,24,1,0,0,0,0
Dallas Theological Seminary,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0,0,1,1,0
Dalton Institute of Esthetics and Cosmetology,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,93,45,20,0,-2,-2,-2,-2
Dalton State College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,67,47,19,1,1,0,0,0
Daniel Morgan Graduate School of National Security,1,1,-1,A,1,1,6,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,,-1,-1,-1,-1
Danville Area Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,65,31,15,1,0,0,0,0
Danville Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,57,33,20,1,0,0,0,0
Daoist Traditions College of Chinese Medical Arts,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0,0,1,0,1
Dartmouth College,1,1,-2,A,1,1,1,984,988,1972,10366,11026,21392,537,520,1057,96,45,7,0,1,1,1,1
Davenport University,1,1,-2,A,1,1,1,1291,1519,2810,1382,1654,3036,320,313,633,79,60,13,1,1,1,0,0
David Pressley School of Cosmetology,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,4,45,20,0,-2,-2,-2,-2
Davidson College,1,1,-2,A,1,1,1,514,610,1124,2494,3127,5621,239,281,520,93,45,9,0,1,0,0,0
Davidson County Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,63,54,18,1,0,0,0,0
Davines Professional Academy of Beauty and Business,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,50,45,13,0,0,0,0,0
Davis & Elkins College,1,1,-2,A,1,1,1,250,435,685,358,634,992,71,89,160,69,45,12,1,1,0,0,0
Davis College,1,1,-2,A,1,1,1,1,1,2,3,4,7,1,0,1,82,45,6,1,1,0,0,0
Davis College,1,1,-2,A,1,1,1,1,1,2,3,4,7,1,0,1,82,45,6,1,0,0,0,0
Davis College,1,1,-2,A,1,1,1,1,1,2,3,4,7,1,0,1,82,45,6,1,1,0,0,0
Davis College,1,1,-2,A,1,1,1,1,1,2,3,4,7,1,0,1,82,45,6,1,0,0,0,0
Davis Technical College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,54,56,10,0,-2,-2,-2,-2
Dawn Career Institute LLC,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,72,45,12,0,-2,-2,-2,-2
Dawson Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,49,19,11,1,0,0,0,0
Dayton Barber College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,65,67,25,0,0,0,0,0
Dayton School of Medical Massage,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,72,45,30,0,-2,-2,-2,-2
Daytona College,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,12,1,1,0,0,0
Daytona State College,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,19,1,1,0,0,0
DCI Career Institute,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,93,45,6,0,-2,-2,-2,-2
De Anza College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,77,38,29,1,0,0,0,0
Dean College,1,1,-2,A,1,1,1,1847,2327,4174,2684,3235,5919,146,160,306,71,33,16,1,1,0,0,0
Debutantes School of Cosmetology and Nail Technology,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,83,100,11,0,-2,-2,-2,-2
Defiance College,1,1,-2,A,1,1,1,1313,346,1659,2343,579,3021,144,72,216,60,0,12,1,1,1,0,0
DeHart Technical School,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,88,11,0,-2,-2,-2,-2
Del Mar College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,50,43,14,1,0,0,0,0
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,91,45,6,0,-2,-2,-2,-2
Delaware College of Art and Design,1,1,-2,A,1,1,1,26,105,131,58,147,205,9,27,36,71,0,10,1,0,0,0,0
Delaware County Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,55,37,26,1,0,0,0,0
Delaware County Technical School-Practical Nursing Program,1,1,-2,A,1,1,1,2,12,14,2,12,14,2,12,14,84,45,10,0,-2,-2,-2,-2
Delaware Learning Institute of Cosmetology,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,73,45,9,0,-2,-2,-2,-2
Delaware State University,1,1,-2,A,1,1,1,1236,3216,4452,3827,7490,11317,301,700,1001,74,14,16,0,1,1,1,0
Delaware Technical Community College-Central Office,1,1,-2,A,1,1,2,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Delaware Technical Community College-Terry,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,13,1,1,0,0,0
Delaware Valley University,1,1,-2,A,1,1,1,877,1038,1915,979,1112,2091,190,231,421,72,45,13,1,1,1,1,0
Delgado Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,45,30,20,1,0,0,0,0
Dell'Arte International School of Physical Theatre,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0,0,1,0,0
Delmarva Beauty Academy,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,67,45,14,0,-2,-2,-2,-2
Delta Beauty College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,9,45,9,0,-2,-2,-2,-2
Delta College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,59,37,14,1,0,0,0,0
Delta College Inc,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,93,45,12,0,-2,-2,-2,-2
Delta College of Arts & Technology,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,36,45,14,1,0,0,0,0
Delta College of Arts & Technology-Lafayette Campus,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,50,45,10,0,-2,-2,-2,-2
Delta College-Slidell Campus,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,67,45,9,0,0,0,0,0
Delta Designs Cosmetology School,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,71,14,0,-2,-2,-2,-2
Delta State University,1,1,-2,A,1,1,1,212,303,515,214,303,517,73,120,193,67,30,11,0,1,1,1,1
Delta Technical College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,66,72,23,0,-2,-2,-2,-2
Deluxe Barber College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,75,45,12,0,-2,-2,-2,-2
Denham Springs Beauty School,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,72,45,15,0,-2,-2,-2,-2
Denison University,1,1,-2,A,1,1,1,1228,1330,2558,4201,4878,9079,293,312,605,85,45,9,0,1,0,0,0
Denmark College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,65,45,21,0,-2,-2,-2,-2
Denmark Technical College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,53,50,9,1,0,0,0,0
Dental Assistant Pro LLC-Columbus,1,1,-2,A,1,1,6,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,9,0,-2,-2,-2,-2
Dental Assistant Pro-Lebanon,1,1,-2,A,1,1,6,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,8,0,-2,-2,-2,-2
Denver College of Nursing,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,15,1,1,1,0,0
Denver Seminary,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0,0,1,0,0
DePaul University,1,1,-2,A,1,1,1,7580,11995,19575,11058,16811,27869,1230,1544,2774,83,60,17,0,1,1,1,1
DePauw University,1,1,-2,A,1,1,1,1610,2144,3754,2487,2994,5481,195,187,382,89,45,8,0,1,0,0,0
Derech Hachaim Seminary,1,1,-2,A,1,1,1,589,194,194,0,217,217,814,180,180,98,45,41,0,0,0,0,0
Dermal Science International Aesthetics and Nail Academy,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,12,0,-2,-2,-2,-2
Des Moines Area Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,60,42,20,1,0,0,0,0
Des Moines University-Osteopathic Medical Center,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0,0,1,1,1
DeSales University,1,1,-2,A,1,1,1,924,1686,2610,1130,2062,3192,191,292,483,81,39,12,0,1,1,0,1
Design Institute of San Diego,1,1,-2,A,1,1,1,589,3,3,0,3,3,814,2,2,71,45,9,0,1,1,0,0
Design's School of Cosmetology,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,62,45,4,0,-2,-2,-2,-2
Designer Barber & Stylist School,1,1,-2,A,1,1,1,14,1,15,14,1,15,12,17,12,78,45,10,0,-2,-2,-2,-2
Detroit Business Institute-Downriver,1,1,-2,A,1,1,1,589,2,2,0,11,11,814,1,1,82,45,19,0,-2,-2,-2,-2
DeVry College of New York,1,1,-2,A,1,1,1,14,25,39,36,62,98,12,23,35,62,20,28,1,1,1,0,0
DeVry University-Administrative Office,1,1,-2,A,1,1,2,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,1,0,0
DeVry University-Arizona,1,1,-2,A,1,1,1,4,0,4,7,3,10,4,17,4,64,18,8,1,1,1,0,0
DeVry University-California,1,1,-2,A,1,1,1,33,19,52,60,54,114,26,16,42,73,32,15,1,1,1,0,0
DeVry University-Colorado,1,1,-2,A,1,1,1,1,2,3,4,2,6,1,1,2,50,67,14,1,1,1,0,0
DeVry University-Florida,1,1,-2,A,1,1,1,7,10,17,19,24,43,7,8,15,64,65,19,1,1,1,0,0
DeVry University-Georgia,1,1,-2,A,1,1,1,23,20,43,53,55,108,20,17,37,77,45,23,1,1,1,0,0
DeVry University-Illinois,1,1,-2,A,1,1,1,398,836,1234,924,1857,2781,357,723,1080,54,43,27,1,1,1,0,0
DeVry University-Indiana,1,1,-2,A,1,1,1,1,3,4,1,3,4,1,3,4,100,45,8,1,1,1,0,0
Dickinson College,1,1,-2,A,1,1,1,1023,1753,2776,2129,3246,5375,179,311,490,82,45,8,0,1,0,0,0
DeVry University-Missouri,1,1,-2,A,1,1,1,0,0,0,1,1,2,814,17,1515,100,45,4,1,1,1,0,0
DeVry University-Nevada,1,1,-2,A,1,1,1,589,-347,3247,0,0,0,814,17,1515,67,45,7,1,1,1,0,0
DeVry University-New Jersey,1,1,-2,A,1,1,1,4,1,5,8,7,15,4,1,5,50,45,8,1,1,1,0,0
DeVry University-North Carolina,1,1,-2,A,1,1,1,1,0,1,1,2,3,0,17,0,82,0,3,1,1,1,0,0
DeVry University-Ohio,1,1,-2,A,1,1,1,5,3,8,13,12,25,5,3,8,58,11,14,1,1,1,0,0
Dine College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,50,50,13,1,1,0,0,0
DeVry University-Pennsylvania,1,1,-2,A,1,1,1,1,1,2,2,1,3,1,1,2,25,0,14,1,1,1,0,0
DeVry University-Tennessee,1,1,-2,A,1,1,1,1,0,1,1,2,3,1,17,1,33,0,6,1,1,1,0,0
DeVry University-Texas,1,1,-2,A,1,1,1,5,2,7,8,6,14,5,2,7,57,33,6,1,1,1,0,0
DeVry University-Virginia,1,1,-2,A,1,1,1,589,2,2,0,3,3,814,2,2,67,50,9,1,1,1,0,0
Dewey University-Carolina,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,65,63,15,1,1,0,0,0
