institution,sat25thperreading,sat75thperreading,sat25thpermath,sat75thpermath,act25thpercomp,act75thpercomp,act25thpereng,act75thpereng,act25thpermath,act75thpermath
Arthur's Beauty College,455,625,502,661,22,22,23,27,22,24
Arthur's Beauty College,455,625,502,661,22,22,23,27,22,24
Arthur's Beauty College,455,625,502,661,22,22,23,27,22,24
Arthur's Beauty College,455,625,502,661,22,22,23,27,22,24
Arthur's Beauty College,455,625,502,661,22,22,23,27,22,24
Arthur's Beauty College,455,625,502,661,22,22,23,27,22,24
Arthur's Beauty College,455,625,502,661,22,22,23,27,22,24
Arthur's Beauty College,455,625,502,661,22,22,23,27,22,24
Arthur's Beauty College,455,625,502,661,22,22,23,27,22,24
Arthur's Beauty College,455,625,502,661,22,22,23,27,22,24
Arthur's Beauty College,455,625,502,661,22,22,23,27,22,24
Arthur's Beauty College,455,625,502,661,22,22,23,27,22,24
Arthur's Beauty College,455,625,502,661,22,22,23,27,22,24
Arthur's Beauty College,455,625,502,661,22,22,23,27,22,24
Artistic Academy of Hair Design,455,625,502,661,22,22,23,27,22,24
Artistic Nails and Beauty Academy-Lakeland,455,625,502,661,22,22,23,27,22,24
Artistic Nails and Beauty Academy-Tampa,455,625,502,661,22,22,23,27,22,24
ASA College,455,625,502,661,22,22,23,27,22,24
Asbury Theological Seminary,455,625,502,661,22,22,23,27,22,24
Asher Institute of Hampton,455,625,502,661,22,22,23,27,22,24
Asheville-Buncombe Technical Community College,455,625,502,661,22,22,23,27,22,24
Ashford University,455,625,502,661,22,22,23,27,22,24
Ashland Community and Technical College,455,625,502,661,22,22,23,27,22,24
Ashland County-West Holmes Career Center,455,625,502,661,22,22,23,27,22,24
Ashland University,500,610,500,598,19,24,17,24,18,25
Ashtabula County Technical and Career Campus,455,625,502,661,22,22,23,27,22,24
ASI Career Institute,455,625,502,661,22,22,23,27,22,24
Asian-American International Beauty College,455,625,502,661,22,22,23,27,22,24
ASM Beauty World Academy,455,625,502,661,22,22,23,27,22,24
Asnuntuck Community College,455,625,502,661,22,22,23,27,22,24
Aspen Beauty Academy of Laurel,455,625,502,661,22,22,23,27,22,24
Aspen University,455,625,502,661,22,22,23,27,22,24
ASPIRA City College,455,625,502,661,22,22,23,27,22,24
Assabet Valley Regional Technical School,455,625,502,661,22,22,23,27,22,24
Associated Barber College of San Diego,455,625,502,661,22,22,23,27,22,24
Associated Beth Rivkah Schools,455,625,502,661,22,22,23,27,22,24
Associated Technical College-Los Angeles,455,625,502,661,22,22,23,27,22,24
Associated Technical College-San Diego,455,625,502,661,22,22,23,27,22,24
Assumption College for Sisters,455,625,502,661,22,22,23,27,22,24
Assumption University,455,625,502,661,22,22,23,27,22,24
ATA Career Education,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College,455,625,502,661,22,22,23,27,22,24
ATA College-Cincinnati,455,625,502,661,22,22,23,27,22,24
Atelier Esthetique Institute of Esthetics,455,625,502,661,22,22,23,27,22,24
Atenas College,455,625,502,661,22,22,23,27,22,24
Athena Career Academy,455,625,502,661,22,22,23,27,22,24
Athenaeum of Ohio,455,625,502,661,22,22,23,27,22,24
Athens State University,455,625,502,661,22,22,23,27,22,24
Athens Technical College,455,625,502,661,22,22,23,27,22,24
ATI College-Norwalk,455,625,502,661,22,22,23,27,22,24
Atlanta Institute of Music and Media,455,625,502,661,22,22,23,27,22,24
Atlanta Metropolitan State College,455,625,502,661,22,22,23,27,22,24
Atlanta School of Massage,455,625,502,661,22,22,23,27,22,24
Atlanta Technical College,455,625,502,661,22,22,23,27,22,24
Atlanta's John Marshall Law School,455,625,502,661,22,22,23,27,22,24
Atlantic Beauty & Spa Academy LLC,455,625,502,661,22,22,23,27,22,24
Atlantic Cape Community College,455,625,502,661,22,22,23,27,22,24
Atlantic Institute of Oriental Medicine,455,625,502,661,22,22,23,27,22,24
Atlantic Technical College,455,625,502,661,22,22,23,27,22,24
Atlantic University College,455,625,502,661,22,22,23,27,22,24
Atlantis University,455,625,502,661,22,22,23,27,22,24
Auburn Career Center,455,625,502,661,22,22,23,27,22,24
Auburn University,590,650,570,670,25,31,24,33,23,29
Auburn University at Montgomery,480,575,430,515,18,23,17,24,16,22
Augsburg University,440,613,465,595,17,23,15,22,16,23
Augusta School of Massage,455,625,502,661,22,22,23,27,22,24
Augusta Technical College,455,625,502,661,22,22,23,27,22,24
Augusta University,520,620,500,590,19,26,19,27,18,25
Augustana College,455,625,502,661,22,22,23,27,22,24
Augustana University,535,670,520,720,22,28,21,28,22,27
Austin College,560,660,550,650,22,29,22,29,20,26
Auguste Escoffier School of Culinary Arts-Austin,455,625,502,661,22,22,23,27,22,24
Auguste Escoffier School of Culinary Arts-Boulder,455,625,502,661,22,22,23,27,22,24
Aultman College of Nursing and Health Sciences,455,625,502,661,19,24,17,23,15,22
Aurora University,490,570,490,570,19,23,17,23,17,24
Austin Career Institute,455,625,502,661,22,22,23,27,22,24
Austin Community College District,455,625,502,661,22,22,23,27,22,24
Austin Graduate School of Theology,455,625,502,661,22,22,23,27,22,24
Austin Kade Academy,455,625,502,661,22,22,23,27,22,24
Austin Peay State University,463,618,455,570,19,24,18,24,16,23
Austin Presbyterian Theological Seminary,455,625,502,661,22,22,23,27,22,24
Austin Presbyterian Theological Seminary- YMCA Outdoor Center,455,625,502,661,22,22,23,27,22,24
Austin's Beauty College Inc,455,625,502,661,22,22,23,27,22,24
Automeca Technical College-Aguadilla,455,625,502,661,22,22,23,27,22,24
Automeca Technical College-Bayamon,455,625,502,661,22,22,23,27,22,24
Automeca Technical College-Caguas,455,625,502,661,22,22,23,27,22,24
Automeca Technical College-Ponce,455,625,502,661,22,22,23,27,22,24
Automotive Training Center-Exton,455,625,502,661,22,22,23,27,22,24
Automotive Training Center-Warminster,455,625,502,661,22,22,23,27,22,24
Autry Technology Center,455,625,502,661,22,22,23,27,22,24
Avalon School of Cosmetology,455,625,502,661,22,22,23,27,22,24
Avalon School of Cosmetology-Alameda,455,625,502,661,22,22,23,27,22,24
Avalon School of Cosmetology-Aurora,455,625,502,661,22,22,23,27,22,24
Avalon School of Cosmetology-Layton,455,625,502,661,22,22,23,27,22,24
Avalon School of Cosmetology-Mesa,455,625,502,661,22,22,23,27,22,24
Avalon School of Cosmetology-Phoenix,455,625,502,661,22,22,23,27,22,24
Ave Maria School of Law,455,625,502,661,22,22,23,27,22,24
Ave Maria University,518,630,500,610,21,28,20,29,19,26
Aveda Arts & Sciences Institute-Baton Rouge,455,625,502,661,22,22,23,27,22,24
Aveda Arts & Sciences Institute-Covington,455,625,502,661,22,22,23,27,22,24
Aveda Arts & Sciences Institute-Lafayette,455,625,502,661,22,22,23,27,22,24
Aveda Arts & Sciences Institute-San Antonio,455,625,502,661,22,22,23,27,22,24
Aveda Fredric's Institute-Cincinnati,455,625,502,661,22,22,23,27,22,24
Aveda Fredric's Institute-Indianapolis,455,625,502,661,22,22,23,27,22,24
Aveda Institute Des Moines - Aveda Institute Rochester,455,625,502,661,22,22,23,27,22,24
Aveda Institute Portland-Vancouver Campus,455,625,502,661,22,22,23,27,22,24
Aveda Institute-Boise,455,625,502,661,22,22,23,27,22,24
Aveda Institute-Chapel Hill,455,625,502,661,22,22,23,27,22,24
Aveda Institute-Chicago,455,625,502,661,22,22,23,27,22,24
Aveda Institute-Columbus,455,625,502,661,22,22,23,27,22,24
Aveda Institute-Denver,455,625,502,661,22,22,23,27,22,24
Aveda Institute-Des Moines,455,625,502,661,22,22,23,27,22,24
Aveda Institute-Los Angeles,455,625,502,661,22,22,23,27,22,24
Aveda Institute-Madison,455,625,502,661,22,22,23,27,22,24
Aveda Institute-Maryland,455,625,502,661,22,22,23,27,22,24
Aveda Institute-Minneapolis,455,625,502,661,22,22,23,27,22,24
Aveda Institute-New Mexico,455,625,502,661,22,22,23,27,22,24
Aveda Institute-New York,455,625,502,661,22,22,23,27,22,24
Aveda Institute-Phoenix,455,625,502,661,22,22,23,27,22,24
Aveda Institute-Portland,455,625,502,661,22,22,23,27,22,24
Aveda Institute-Provo,455,625,502,661,22,22,23,27,22,24
Aveda Institute-South Florida,455,625,502,661,22,22,23,27,22,24
Aveda Institute-Tallahassee,455,625,502,661,22,22,23,27,22,24
Aveda Institute-Tucson,455,625,502,661,22,22,23,27,22,24
Aveda Institute-Twin Falls,455,625,502,661,22,22,23,27,22,24
Avenue Academy  A Cosmetology Institute,455,625,502,661,22,22,23,27,22,24
Avenue Five Institute,455,625,502,661,22,22,23,27,22,24
Avenue Five Institute-South Austin Campus,455,625,502,661,22,22,23,27,22,24
Avera McKennan Hospital School of Radiologic Technology,455,625,502,661,22,22,23,27,22,24
Avera Sacred Heart Hospital,455,625,502,661,22,22,23,27,22,24
Averett University,440,560,440,530,15,21,23,27,22,24
Averett University-Non-Traditional Programs,455,625,502,661,22,22,23,27,22,24
Avery James School of Cosmetology,455,625,502,661,22,22,23,27,22,24
Avi Career Training,455,625,502,661,22,22,23,27,22,24
Ayers Career College,455,625,502,661,22,22,23,27,22,24
Aviation Institute of Maintenance-Atlanta,455,625,502,661,22,22,23,27,22,24
Aviation Institute of Maintenance-Charlotte,455,625,502,661,22,22,23,27,22,24
Aviation Institute of Maintenance-Dallas,455,625,502,661,22,22,23,27,22,24
Aviation Institute of Maintenance-Fremont,455,625,502,661,22,22,23,27,22,24
Aviation Institute of Maintenance-Houston,455,625,502,661,22,22,23,27,22,24
Aviation Institute of Maintenance-Indianapolis,455,625,502,661,22,22,23,27,22,24
Aviation Institute of Maintenance-Kansas City,455,625,502,661,22,22,23,27,22,24
Aviation Institute of Maintenance-Las Vegas,455,625,502,661,22,22,23,27,22,24
Aviation Institute of Maintenance-Manassas,455,625,502,661,22,22,23,27,22,24
Aviation Institute of Maintenance-Norfolk,455,625,502,661,22,22,23,27,22,24
Aviation Institute of Maintenance-Orlando,455,625,502,661,22,22,23,27,22,24
Aviation Institute of Maintenance-Philadelphia,455,625,502,661,22,22,23,27,22,24
Aviator College of Aeronautical Science and Technology,455,625,502,661,22,22,23,27,22,24
Avila University,455,625,502,661,18,23,17,24,16,23
Award Beauty School,455,625,502,661,22,22,23,27,22,24
Azusa Pacific University,455,625,502,661,22,22,23,27,22,24
B M Spurr School of Practical Nursing,455,625,502,661,22,22,23,27,22,24
B-Unique Beauty and Barber Academy,455,625,502,661,22,22,23,27,22,24
Babson College,620,700,650,750,27,32,27,34,26,31
Bacone College,423,513,445,495,15,19,14,19,15,17
Bais Binyomin Academy,455,625,502,661,22,22,23,27,22,24
Bais HaMedrash and Mesivta of Baltimore,455,625,502,661,22,22,23,27,22,24
Bais Medrash Elyon,455,625,502,661,22,22,23,27,22,24
Bais Medrash Mayan Hatorah,455,625,502,661,22,22,23,27,22,24
Bais Medrash of Dexter Park,455,625,502,661,22,22,23,27,22,24
Bais Medrash Toras Chesed,455,625,502,661,22,22,23,27,22,24
Baker College,455,625,502,661,22,22,23,27,22,24
Baker University,490,550,460,580,19,24,18,25,18,25
Bakersfield College,455,625,502,661,22,22,23,27,22,24
Bakke Graduate University,455,625,502,661,22,22,23,27,22,24
Baldwin Beauty School-North Austin,455,625,502,661,22,22,23,27,22,24
Baldwin Beauty School-South Austin,455,625,502,661,22,22,23,27,22,24
Baldwin Park Adult & Community Education,455,625,502,661,22,22,23,27,22,24
Baldwin Wallace University,520,640,520,620,21,27,20,26,19,26
Baldy View Regional Occupational Program,455,625,502,661,22,22,23,27,22,24
Ball State University,455,625,502,661,22,22,23,27,22,24
Baltimore City Community College,455,625,502,661,22,22,23,27,22,24
Baltimore Studio of Hair Design,455,625,502,661,22,22,23,27,22,24
Bancroft School of Massage Therapy,455,625,502,661,22,22,23,27,22,24
Bank Street College of Education,455,625,502,661,22,22,23,27,22,24
Baptist Bible College,455,625,502,661,22,22,23,27,22,24
Baptist Health College Little Rock,455,625,502,661,18,22,15,25,16,18
Baptist Health Sciences University,470,530,520,560,19,23,19,24,16,20
Baptist Health System School of Health Professions,455,625,502,661,22,22,23,27,22,24
Baptist Missionary Association Theological Seminary,455,625,502,661,22,22,23,27,22,24
Baptist University of the Americas,455,625,502,661,22,22,23,27,22,24
Barber & Beauty Institute of New York,455,625,502,661,22,22,23,27,22,24
Barber Institute of Texas,455,625,502,661,22,22,23,27,22,24
Barber School of Pittsburgh,455,625,502,661,22,22,23,27,22,24
Barber Tech Academy,455,625,502,661,22,22,23,27,22,24
Barclay College,455,625,502,661,22,22,23,27,22,24
Bard College,455,625,502,661,22,22,23,27,22,24
Bard College at Simon's Rock,455,625,502,661,22,22,23,27,22,24
Barnard College,680,748,670,770,31,34,33,35,27,32
Barnes-Jewish College Goldfarb School of Nursing,455,625,502,661,22,22,23,27,22,24
Barrett and Company School of Hair Design,455,625,502,661,22,22,23,27,22,24
Barry University,455,625,502,661,22,22,23,27,22,24
Barstow Community College,455,625,502,661,22,22,23,27,22,24
Barton College,470,560,460,560,17,22,15,21,16,22
Barton County Community College,455,625,502,661,22,22,23,27,22,24
Bastyr University,455,625,502,661,22,22,23,27,22,24
Bates College,455,625,502,661,22,22,23,27,22,24
Bates Technical College,455,625,502,661,22,22,23,27,22,24
Baton Rouge Community College,455,625,502,661,22,22,23,27,22,24
Baton Rouge General Medical Center School of Nursing & School of Radiologic Technology,455,625,502,661,22,22,23,27,22,24
Baton Rouge School of Computers,455,625,502,661,22,22,23,27,22,24
Bay Area Medical Academy,455,625,502,661,22,22,23,27,22,24
Bay de Noc Community College,455,625,502,661,22,22,23,27,22,24
Bay Mills Community College,455,625,502,661,22,22,23,27,22,24
Bay Path University,480,590,460,580,23,31,24,32,22,26
Bay State College,455,625,502,661,22,22,23,27,22,24
Bayamon Community College,455,625,502,661,22,22,23,27,22,24
Baylor College of Medicine,455,625,502,661,22,22,23,27,22,24
Baylor University,455,625,502,661,22,22,23,27,22,24
Belmont College,455,625,502,661,22,22,23,27,22,24
Bayshire Academy of Beauty Craft Inc,455,625,502,661,22,22,23,27,22,24
Be'er Yaakov Talmudic Seminary,455,625,502,661,22,22,23,27,22,24
Beacon College,455,625,502,661,22,22,23,27,22,24
Beal University,455,625,502,661,22,22,23,27,22,24
Beau Monde Academy of Cosmetology and Barbering,455,625,502,661,22,22,23,27,22,24
Belmont University,580,660,540,640,23,30,24,33,21,27
Beaufort County Community College,455,625,502,661,22,22,23,27,22,24
Beaumont Adult School,455,625,502,661,22,22,23,27,22,24
Beauty Academy of South Florida,455,625,502,661,22,22,23,27,22,24
Beauty Technical College Inc,455,625,502,661,22,22,23,27,22,24
Beaver Falls Beauty Academy,455,625,502,661,22,22,23,27,22,24
Becker College,480,600,480,580,20,31,19,30,19,31
Beckfield College-Florence,455,625,502,661,18,22,16,21,15,19
Beis Medrash Heichal Dovid,455,625,502,661,22,22,23,27,22,24
Bel-Rea Institute of Animal Technology,455,625,502,661,22,22,23,27,22,24
Belanger School of Nursing,455,625,502,661,22,22,23,27,22,24
Belhaven University,510,595,485,540,19,23,18,25,19,21
Bell Mar Beauty College,455,625,502,661,22,22,23,27,22,24
Bella Academy of Cosmetology,455,625,502,661,22,22,23,27,22,24
Bella Capelli Academy,455,625,502,661,22,22,23,27,22,24
Bella Cosmetology and Barber College,455,625,502,661,22,22,23,27,22,24
Bellarmine University,520,640,500,640,21,28,21,30,20,26
Bellasa Professional Institute,455,625,502,661,22,22,23,27,22,24
Belle Academy of Cosmetology LLC,455,625,502,661,22,22,23,27,22,24
Bellevue College,455,625,502,661,22,22,23,27,22,24
Bellevue University,455,625,502,661,22,22,23,27,22,24
Bellin College,455,625,502,661,21,24,19,24,19,26
Beloit College,455,625,502,661,22,22,23,27,22,24
Bellingham Technical College,455,625,502,661,22,22,23,27,22,24
Bellus Academy,455,625,502,661,22,22,23,27,22,24
Bellus Academy-Chula Vista,455,625,502,661,22,22,23,27,22,24
Bellus Academy-El Cajon,455,625,502,661,22,22,23,27,22,24
Bellus Academy-Poway,455,625,502,661,22,22,23,27,22,24
Belmont Abbey College,490,590,480,590,18,25,17,25,17,25
Bemidji State University,455,625,502,661,19,24,16,22,18,24
Ben Franklin Career Center,455,625,502,661,22,22,23,27,22,24
Bene's Career Academy,455,625,502,661,22,22,23,27,22,24
Benedict College,455,625,502,661,22,22,23,27,22,24
Benedictine College,540,670,530,650,21,29,21,32,19,27
Benedictine University,480,570,500,590,19,26,19,26,17,26
Benjamin Franklin Institute of Technology,455,625,502,661,22,22,23,27,22,24
Bennett Career Institute,455,625,502,661,22,22,23,27,22,24
