,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,instnm,Institution (entity) name (HD2020),Certificate of less than 1 year (IC2020),Certificate of less than 12 weeks (IC2020),Certificate of at least 12 weeks  but less than 1 year (IC2020),Certifiicate of at least 1 year  but less than 2 years (IC2020),Associate's degree (IC2020),Certificate of at least 2 years  but less than 4 years (IC2020),Bachelor's degree (IC2020),Postbaccalaureate certificate (IC2020),Master's degree (IC2020),Post-master's certificate (IC2020),Doctor's degree - research/scholarship (IC2020),Doctor's degree - professional practice (IC2020),Doctor's degree - other (IC2020),Other degree (IC2020),Unnamed: 16
3907,3907,3907,3907,Ohio State School of Cosmetology-Canal Winchester,Ohio State School of Cosmetology-Canal Winchester,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3908,3908,3908,3908,Ohio State School of Cosmetology-Heath,Ohio State School of Cosmetology-Heath,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3909,3909,3909,3909,Ohio State University Agricultural Technical Institute,Ohio State University Agricultural Technical Institute,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3910,3910,3910,3910,Ohio State University-Lima Campus,Ohio State University-Lima Campus,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3911,3911,3911,3911,Ohio State University-Main Campus,Ohio State University-Main Campus,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
3912,3912,3912,3912,Ohio State University-Mansfield Campus,Ohio State University-Mansfield Campus,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3913,3913,3913,3913,Ohio State University-Marion Campus,Ohio State University-Marion Campus,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3914,3914,3914,3914,Ohio State University-Newark Campus,Ohio State University-Newark Campus,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
3915,3915,3915,3915,Ohio Technical College,Ohio Technical College,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3916,3916,3916,3916,Ohio University-Chillicothe Campus,Ohio University-Chillicothe Campus,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3917,3917,3917,3917,Ohio University-Eastern Campus,Ohio University-Eastern Campus,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3918,3918,3918,3918,Ohio University-Lancaster Campus,Ohio University-Lancaster Campus,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3919,3919,3919,3919,Ohio University-Main Campus,Ohio University-Main Campus,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
3920,3920,3920,3920,Ohio University-Southern Campus,Ohio University-Southern Campus,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3921,3921,3921,3921,Ohio University-Zanesville Campus,Ohio University-Zanesville Campus,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3922,3922,3922,3922,Ohio Valley College of Technology,Ohio Valley College of Technology,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3923,3923,3923,3923,Ohio Valley University,Ohio Valley University,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
3924,3924,3924,3924,Ohio Wesleyan University,Ohio Wesleyan University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3925,3925,3925,3925,Ohlone College,Ohlone College,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3926,3926,3926,3926,Ohr Hameir Theological Seminary,Ohr Hameir Theological Seminary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3927,3927,3927,3927,Okaloosa Technical College,Okaloosa Technical College,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3928,3928,3928,3928,Oklahoma Baptist University,Oklahoma Baptist University,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
3929,3929,3929,3929,Oklahoma Christian University,Oklahoma Christian University,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
3930,3930,3930,3930,Oklahoma City Community College,Oklahoma City Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3931,3931,3931,3931,Oklahoma City University,Oklahoma City University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,
3932,3932,3932,3932,Oklahoma Panhandle State University,Oklahoma Panhandle State University,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3933,3933,3933,3933,Oklahoma State University Center for Health Sciences,Oklahoma State University Center for Health Sciences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,
3934,3934,3934,3934,Oklahoma State University Institute of Technology,Oklahoma State University Institute of Technology,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3935,3935,3935,3935,Oklahoma State University-Main Campus,Oklahoma State University-Main Campus,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
3936,3936,3936,3936,Oklahoma State University-Oklahoma City,Oklahoma State University-Oklahoma City,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3937,3937,3937,3937,Oklahoma Technical College,Oklahoma Technical College,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3938,3938,3938,3938,Oklahoma Wesleyan University,Oklahoma Wesleyan University,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
3939,3939,3939,3939,Old Dominion University,Old Dominion University,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
3940,3940,3940,3940,Old Town Barber College-Wichita,Old Town Barber College-Wichita,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3941,3941,3941,3941,Oliver Finley Academy of Cosmetology,Oliver Finley Academy of Cosmetology,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3942,3942,3942,3942,Olivet College,Olivet College,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
3943,3943,3943,3943,Olivet Nazarene University,Olivet Nazarene University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
3944,3944,3944,3944,Olney Central College,Olney Central College,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3945,3945,3945,3945,Olympian Academy of Cosmetology,Olympian Academy of Cosmetology,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3946,3946,3946,3946,Olympic College,Olympic College,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3947,3947,3947,3947,Omega Graduate School,Omega Graduate School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
3948,3948,3948,3948,Omega Institute of Cosmetology,Omega Institute of Cosmetology,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3949,3949,3949,3949,Omega Studios' School of Applied Recording Arts & Sciences,Omega Studios' School of Applied Recording Arts & Sciences,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3950,3950,3950,3950,Omnitech Institute,Omnitech Institute,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3951,3951,3951,3951,Onondaga Community College,Onondaga Community College,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3952,3952,3952,3952,Onondaga Cortland Madison BOCES,Onondaga Cortland Madison BOCES,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3953,3953,3953,3953,Onondaga School of Therapeutic Massage-Rochester,Onondaga School of Therapeutic Massage-Rochester,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3954,3954,3954,3954,Onondaga School of Therapeutic Massage-Syracuse,Onondaga School of Therapeutic Massage-Syracuse,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3955,3955,3955,3955,Opelousas School of Cosmetology,Opelousas School of Cosmetology,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3956,3956,3956,3956,Oral Roberts University,Oral Roberts University,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,
3957,3957,3957,3957,Orange Coast College,Orange Coast College,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3958,3958,3958,3958,Orange County Community College,Orange County Community College,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3959,3959,3959,3959,Orange Technical College-Mid Florida Campus,Orange Technical College-Mid Florida Campus,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3960,3960,3960,3960,Orange Technical College-Orlando Campus,Orange Technical College-Orlando Campus,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3961,3961,3961,3961,Orange Technical College-Westside Campus,Orange Technical College-Westside Campus,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3962,3962,3962,3962,Orange Technical College-Winter Park Campus,Orange Technical College-Winter Park Campus,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3963,3963,3963,3963,Orange Ulster BOCES-Practical Nursing Program,Orange Ulster BOCES-Practical Nursing Program,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3964,3964,3964,3964,Orangeburg Calhoun Technical College,Orangeburg Calhoun Technical College,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3965,3965,3965,3965,Oregon Coast Community College,Oregon Coast Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3966,3966,3966,3966,Oregon College of Oriental Medicine,Oregon College of Oriental Medicine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
3967,3967,3967,3967,Oregon Health & Science University,Oregon Health & Science University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
3968,3968,3968,3968,Oregon Institute of Technology,Oregon Institute of Technology,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
3969,3969,3969,3969,Oregon State University,Oregon State University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,
3970,3970,3970,3970,Oregon State University-Cascades Campus,Oregon State University-Cascades Campus,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
3971,3971,3971,3971,Orion Institute,Orion Institute,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3972,3972,3972,3972,Orleans Niagara BOCES-Practical Nursing Program,Orleans Niagara BOCES-Practical Nursing Program,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3973,3973,3973,3973,Orleans Technical College,Orleans Technical College,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3974,3974,3974,3974,Orlo School of Hair Design and Cosmetology,Orlo School of Hair Design and Cosmetology,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3975,3975,3975,3975,Osceola Technical College,Osceola Technical College,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3976,3976,3976,3976,Otero Junior College,Otero Junior College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3977,3977,3977,3977,Otis College of Art and Design,Otis College of Art and Design,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
3978,3978,3978,3978,Otsego Area BOCES-Practical Nursing Program,Otsego Area BOCES-Practical Nursing Program,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3979,3979,3979,3979,Ottawa University-Kansas City,Ottawa University-Kansas City,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
3980,3980,3980,3980,Ottawa University-Milwaukee,Ottawa University-Milwaukee,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
3981,3981,3981,3981,Ottawa University-Online,Ottawa University-Online,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
3982,3982,3982,3982,Ottawa University-Ottawa,Ottawa University-Ottawa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
3983,3983,3983,3983,Ottawa University-Phoenix,Ottawa University-Phoenix,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
3984,3984,3984,3984,Ottawa University-Surprise,Ottawa University-Surprise,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
3985,3985,3985,3985,Otterbein University,Otterbein University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,
3986,3986,3986,3986,Ouachita Baptist University,Ouachita Baptist University,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
3987,3987,3987,3987,Our Lady of the Lake University,Our Lady of the Lake University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,
3988,3988,3988,3988,Owens Community College,Owens Community College,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3989,3989,3989,3989,Owensboro Community and Technical College,Owensboro Community and Technical College,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3990,3990,3990,3990,Oxford Academy of Hair Design Inc,Oxford Academy of Hair Design Inc,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3991,3991,3991,3991,Oxnard College,Oxnard College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3992,3992,3992,3992,Ozark Christian College,Ozark Christian College,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3993,3993,3993,3993,Ozarka College,Ozarka College,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3994,3994,3994,3994,Ozarks Technical Community College,Ozarks Technical Community College,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3995,3995,3995,3995,P B Cosmetology Education Center,P B Cosmetology Education Center,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3996,3996,3996,3996,P C Age-Jersey City,P C Age-Jersey City,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3997,3997,3997,3997,P&A Scholars Beauty School,P&A Scholars Beauty School,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
3998,3998,3998,3998,Pace University,Pace University,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
3999,3999,3999,3999,Pacific Bible College,Pacific Bible College,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4000,4000,4000,4000,Pacific College,Pacific College,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
4001,4001,4001,4001,Pacific College of Health and Science,Pacific College of Health and Science,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
4002,4002,4002,4002,Pacific College of Health Science-Chicago,Pacific College of Health Science-Chicago,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,
4003,4003,4003,4003,Pacific College of Oriental Medicine-New York,Pacific College of Oriental Medicine-New York,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
4004,4004,4004,4004,Pacific Islands University,Pacific Islands University,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4005,4005,4005,4005,Pacific Lutheran University,Pacific Lutheran University,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,
4006,4006,4006,4006,Pacific Northwest College of Art,Pacific Northwest College of Art,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
4007,4007,4007,4007,Pacific Northwest University of Health Sciences,Pacific Northwest University of Health Sciences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
4008,4008,4008,4008,Pacific Oaks College,Pacific Oaks College,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
4009,4009,4009,4009,Pacific Rim Christian University,Pacific Rim Christian University,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
4010,4010,4010,4010,Pacific School of Religion,Pacific School of Religion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,
4011,4011,4011,4011,Pacific States University,Pacific States University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
4012,4012,4012,4012,Pacific Union College,Pacific Union College,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
4013,4013,4013,4013,Pacific University,Pacific University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,
4014,4014,4014,4014,Pacifica Graduate Institute,Pacifica Graduate Institute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
4015,4015,4015,4015,Paier College of Art Inc,Paier College of Art Inc,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4016,4016,4016,4016,Paine College,Paine College,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4017,4017,4017,4017,Palace Beauty College,Palace Beauty College,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
4018,4018,4018,4018,Palau Community College,Palau Community College,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4019,4019,4019,4019,Palladium Technical Academy Inc,Palladium Technical Academy Inc,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
4020,4020,4020,4020,Palm Beach Academy of Health & Beauty,Palm Beach Academy of Health & Beauty,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
4021,4021,4021,4021,Palm Beach Atlantic University,Palm Beach Atlantic University,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
4022,4022,4022,4022,Palm Beach State College,Palm Beach State College,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4023,4023,4023,4023,Palmer College of Chiropractic,Palmer College of Chiropractic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
4024,4024,4024,4024,Palmetto Beauty School,Palmetto Beauty School,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
4025,4025,4025,4025,Palo Alto College,Palo Alto College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4026,4026,4026,4026,Palo Alto University,Palo Alto University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
4027,4027,4027,4027,Palo Verde College,Palo Verde College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4028,4028,4028,4028,Palomar College,Palomar College,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4029,4029,4029,4029,Palomar Institute of Cosmetology,Palomar Institute of Cosmetology,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
4030,4030,4030,4030,Pamlico Community College,Pamlico Community College,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4031,4031,4031,4031,Panache Academy of Beauty,Panache Academy of Beauty,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
4032,4032,4032,4032,Panola College,Panola College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4033,4033,4033,4033,Paradise Valley Community College,Paradise Valley Community College,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4034,4034,4034,4034,Paramount Beauty Academy,Paramount Beauty Academy,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
4035,4035,4035,4035,Pardee RAND Graduate School,Pardee RAND Graduate School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
4036,4036,4036,4036,Paris Junior College,Paris Junior College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4037,4037,4037,4037,Parisian Beauty School,Parisian Beauty School,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
4038,4038,4038,4038,Parisian Spa Institute,Parisian Spa Institute,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
4039,4039,4039,4039,Park Place Premier Barber School,Park Place Premier Barber School,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
4040,4040,4040,4040,Park University,Park University,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
4041,4041,4041,4041,Parker University,Parker University,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
4042,4042,4042,4042,Parkland College,Parkland College,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4043,4043,4043,4043,Paroba College of Cosmetology,Paroba College of Cosmetology,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
4044,4044,4044,4044,Pasadena City College,Pasadena City College,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4045,4045,4045,4045,Pasco-Hernando State College,Pasco-Hernando State College,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4046,4046,4046,4046,Passaic County Community College,Passaic County Community College,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4047,4047,4047,4047,Pat Goins Benton Road Beauty School,Pat Goins Benton Road Beauty School,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
4048,4048,4048,4048,Pathway Vocational Academy,Pathway Vocational Academy,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,
4049,4049,4049,4049,Pathways College,Pathways College,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4050,4050,4050,4050,Patrick Henry College,Patrick Henry College,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
