institution,professors,associateprof,assistantprof,instructors,lecturers,state,instlevel,instcontrol,hbcuflag,tribalflag,degofurbanization,instsize,gradrate4yrs,gradrate5yrs,gradrate6yrs,transferrate,gradrate,instructionalstaff,researchstaff,publicservicestaff,academicaffairstaff
Blessing Rieman College of Nursing and Health Sciences,2,3,16,9,0,IL,1,2,2,2,33,1,22,34,71,20,50,33,0,0,7
Bloomfield College,29,18,12,1,0,NJ,1,2,2,2,21,2,19,31,33,37,33,100,0,0,10
Bloomsburg University of Pennsylvania,114,110,97,31,0,PA,1,1,2,2,13,3,39,55,58,30,58,382,0,0,0
Blue Mountain College,7,13,11,7,0,MS,1,2,2,2,42,1,47,51,51,35,51,44,1,0,0
Bluefield College,11,9,25,1,0,VA,1,2,2,2,32,1,22,33,36,9,36,68,0,0,43
Bluefield State College,17,18,17,10,1,WV,1,1,1,2,32,2,14,31,36,15,32,76,0,0,0
Bluffton University,17,10,23,0,0,OH,1,2,2,2,32,1,50,54,55,20,55,62,0,0,1
Bob Jones University,56,57,45,8,0,SC,1,2,2,2,13,2,57,63,63,21,65,199,1,0,45
Boise Bible College,8,0,0,0,0,ID,1,2,2,2,21,1,25,33,33,20,39,8,0,0,1
Boise State University,180,228,207,14,135,ID,1,1,2,2,12,5,29,49,54,20,55,982,50,0,317
Bon Secours Memorial College of Nursing,1,4,16,10,0,VA,1,2,2,2,21,1,22,34,71,20,50,33,0,0,5
Boricua College,2,6,17,7,0,NY,1,2,2,2,11,1,29,35,53,3,87,37,0,0,0
Boston Architectural College,0,0,0,15,0,MA,1,2,2,2,11,1,4,13,33,13,33,67,0,6,17
Boston Baptist College,166,182,201,56,19,MA,1,2,2,2,11,1,38,50,50,20,50,9,0,0,0
Boston College,294,297,205,63,23,MA,1,2,2,2,13,4,89,91,92,6,92,1048,241,0,114
Boston Graduate School of Psychoanalysis Inc,166,182,201,56,19,MA,1,2,2,2,21,1,22,34,71,20,50,12,0,0,4
Boston University,627,529,803,268,372,MA,1,2,2,2,11,5,84,88,89,20,89,3347,590,0,63
Bowdoin College,70,53,72,0,25,ME,1,2,2,2,31,2,91,95,95,3,95,228,0,0,0
Bowie State University,43,58,86,9,31,MD,1,1,1,2,21,3,17,36,43,27,43,304,0,0,1
Bowling Green State University-Firelands,14,20,12,0,0,OH,1,1,2,2,41,2,22,34,71,23,11,68,0,0,0
Brite Divinity School,7,6,3,0,0,TX,1,2,2,2,11,1,22,34,71,20,50,16,0,0,5
Bowling Green State University-Main Campus,272,255,188,0,0,OH,1,1,2,2,31,4,44,58,61,24,62,814,6,0,5
Bradley University,75,93,100,30,15,IL,1,2,2,2,12,3,58,73,74,20,76,372,0,12,78
Brandeis University,148,102,85,2,50,MA,1,2,2,2,13,3,82,88,89,7,89,440,160,0,165
Brandman University,18,40,39,0,0,CA,1,2,2,2,11,4,0,0,0,20,8,369,0,0,104
Brazosport College,14,18,42,27,0,TX,1,1,2,2,23,2,22,34,71,23,28,157,2,5,31
Brenau University,21,53,64,8,0,GA,1,2,2,2,13,2,37,43,45,36,41,188,0,0,29
Brescia University,5,12,20,4,0,KY,1,2,2,2,13,1,26,34,34,38,36,61,0,0,12
Brevard College,11,14,27,0,0,NC,1,2,2,2,31,1,33,39,39,37,39,70,0,0,2
Brewton-Parker College,3,8,15,1,0,GA,1,2,2,2,42,1,5,14,15,58,15,40,0,0,2
Briar Cliff University,13,21,27,8,0,IA,1,2,2,2,13,2,44,49,50,20,50,80,0,0,1
Bridgewater College,15,49,25,24,0,VA,1,2,2,2,23,2,57,63,63,20,63,122,0,0,18
Bridgewater State University,137,107,91,2,0,MA,1,1,2,2,21,4,36,55,59,20,59,479,0,0,0
Brigham Young University-Hawaii,30,44,50,0,0,HI,1,2,2,2,31,2,27,36,49,20,67,163,0,0,4
Brigham Young University-Idaho,0,0,0,0,0,ID,1,2,2,2,32,5,17,34,49,18,56,1363,0,0,57
Brigham Young University-Provo,420,513,321,10,0,UT,1,2,2,2,12,5,21,43,75,20,75,1462,53,2,46
Broadview University-West Jordan,0,0,0,0,0,UT,1,3,2,2,21,1,0,0,0,20,24,13,0,0,7
Brookline College-Albuquerque,0,0,0,14,0,NM,1,3,2,2,11,1,62,62,62,1,56,28,0,0,13
Brookline College-Phoenix,0,0,0,24,0,AZ,1,3,2,2,11,2,56,56,56,20,50,45,0,0,21
Brookline College-Tempe,0,0,0,8,0,AZ,1,3,2,2,12,1,22,34,71,2,56,9,0,0,18
Brookline College-Tucson,0,0,0,2,0,AZ,1,3,2,2,11,1,23,23,23,1,53,5,0,0,12
Brooklyn Law School,34,9,22,0,0,NY,1,2,2,2,11,2,22,34,71,20,50,86,0,0,14
Broward College,55,152,144,27,0,FL,1,1,2,2,12,5,22,34,71,12,35,650,0,0,305
Brown University,412,163,145,1,79,RI,1,2,2,2,12,3,84,94,95,20,95,921,455,0,173
Bryan College of Health Sciences,4,17,20,1,0,NE,1,2,2,2,11,1,51,73,76,2,76,53,0,0,2
Bryan College-Dayton,18,9,8,4,0,TN,1,2,2,2,32,2,38,46,47,20,47,76,0,0,26
Bryan University,0,0,0,0,0,MO,1,3,2,2,12,1,63,63,63,25,63,17,0,0,15
Bryan University,0,0,0,13,0,AZ,1,3,2,2,12,2,45,45,45,1,25,35,0,0,72
Bryant & Stratton College-Albany,0,0,0,6,0,NY,1,3,2,2,21,1,22,34,71,21,27,25,0,0,1
Bryant & Stratton College-Buffalo,0,0,0,32,0,NY,1,3,2,2,11,1,22,34,71,12,19,70,0,0,5
Bryant & Stratton College-Greece,0,0,0,12,0,NY,1,3,2,2,21,1,0,0,0,16,19,29,0,0,5
Bryant & Stratton College-Online,0,0,0,40,0,NY,1,3,2,2,21,3,0,0,0,16,18,183,0,0,10
Bryant & Stratton College-Parma,0,0,0,35,0,OH,1,3,2,2,21,1,0,0,0,20,8,64,0,0,6
Bryant & Stratton College-Syracuse North,0,0,0,28,0,NY,1,3,2,2,21,1,22,34,71,18,24,38,0,0,4
Bryant & Stratton College-Virginia Beach,0,0,0,40,0,VA,1,3,2,2,11,2,22,34,71,22,9,78,0,0,20
Bryant & Stratton College-Wauwatosa,0,0,0,47,0,WI,1,3,2,2,21,2,33,33,33,19,8,82,0,0,11
Bryant University,73,22,22,0,53,RI,1,2,2,2,21,2,79,82,82,17,82,214,3,0,66
Bryn Athyn College of the New Church,2,6,23,0,0,PA,1,2,2,2,21,1,23,29,30,29,34,38,0,0,3
Bryn Mawr College,44,41,39,5,33,PA,1,2,2,2,21,2,80,83,85,7,85,188,1,0,10
Bucknell University,130,130,138,0,0,PA,1,2,2,2,32,2,84,87,88,10,88,404,0,0,34
Buena Vista University,14,16,21,10,0,IA,1,2,2,2,33,2,56,62,62,20,62,135,1,0,35
Burrell College of Osteopathic Medicine,5,11,3,2,0,NM,1,3,2,2,22,1,22,34,71,20,50,27,1,0,20
Bushnell University,6,9,7,2,0,OR,1,2,2,2,12,1,49,49,49,32,51,42,0,0,2
Butler University,116,108,69,39,36,IN,1,2,2,2,11,3,73,80,81,14,82,396,4,0,31
Byzantine Catholic Seminary of Saints Cyril and Methodius,166,182,201,56,19,PA,1,2,2,2,11,1,22,34,71,20,50,7,0,0,5
Cabarrus College of Health Sciences,0,11,9,11,0,NC,1,2,2,2,13,1,22,34,71,20,65,43,1,0,11
Cabrini University,19,19,35,3,0,PA,1,2,2,2,21,2,47,54,55,20,55,129,0,0,32
Cairn University-Langhorne,19,12,11,2,0,PA,1,2,2,2,21,2,29,53,55,23,55,72,0,0,1
Caldwell University,34,17,23,5,0,NJ,1,2,2,2,21,2,51,62,64,26,64,146,0,0,11
California Aeronautical University,0,0,0,27,0,CA,1,3,2,2,21,1,22,34,71,5,30,33,0,0,0
California Arts University,166,182,201,56,19,CA,1,2,2,2,21,1,22,34,71,20,50,5,0,0,0
California Baptist University,111,104,104,1,18,CA,1,2,2,2,11,4,41,58,62,26,62,517,0,0,51
California Christian College,166,182,201,56,19,CA,1,2,2,2,11,1,22,34,71,20,50,4,0,0,1
California College of the Arts,23,41,22,0,0,CA,1,2,2,2,11,2,52,64,67,20,67,197,2,28,6
California College San Diego,0,0,0,0,0,CA,1,2,2,2,11,1,51,51,51,2,38,32,0,0,14
California College San Diego,0,0,0,0,0,CA,1,2,2,2,21,1,67,67,67,3,54,12,0,0,6
California College San Diego-CollegeAmerica-Phoenix,0,0,0,0,0,AZ,1,2,2,2,11,1,50,50,50,1,36,7,0,0,10
California Health Sciences University,5,14,24,0,0,CA,1,3,2,2,21,1,22,34,71,20,50,43,0,0,11
California Institute of Advanced Management,3,0,0,0,0,CA,1,2,2,2,21,1,22,34,71,20,50,16,2,0,1
California Institute of Integral Studies,24,14,13,0,4,CA,1,2,2,2,11,2,22,34,71,20,50,104,0,0,53
California Institute of Technology,266,1,43,20,20,CA,1,2,2,2,12,2,86,91,92,4,92,369,600,0,16
California Institute of the Arts,0,0,0,0,0,CA,1,2,2,2,21,2,56,64,66,20,66,181,0,0,6
California Intercontinental University,0,0,0,0,0,CA,1,3,2,2,11,1,22,34,71,20,50,15,0,0,7
California International Business University,166,182,201,56,19,CA,1,2,2,2,11,-1,22,34,71,20,50,-149,-5,74,60
California Jazz Conservatory,166,182,201,56,19,CA,1,2,2,2,12,1,0,0,0,20,0,11,0,2,4
California Lutheran University,61,50,40,3,25,CA,1,2,2,2,12,2,66,70,71,21,71,274,0,0,52
California Miramar University,166,182,201,56,19,CA,1,3,2,2,11,1,22,34,71,20,50,7,0,0,2
California Polytechnic State University-San Luis Obispo,323,165,182,0,209,CA,1,1,2,2,23,5,53,79,83,2,83,1009,2,0,28
California State University Maritime Academy,15,18,16,0,14,CA,1,1,2,2,12,1,48,60,61,4,61,71,0,0,4
California State University-Channel Islands,57,32,63,0,71,CA,1,1,2,2,22,3,22,48,55,7,55,290,0,0,10
California State University-Chico,169,99,143,0,99,CA,1,1,2,2,12,4,29,58,65,5,65,646,0,0,27
California State University-Dominguez Hills,111,69,111,0,128,CA,1,1,2,2,13,4,12,37,48,4,48,596,0,0,19
California State University-Fresno,224,145,198,0,224,CA,1,1,2,2,11,5,19,46,58,2,58,1004,0,0,24
California State University-Fullerton,364,217,212,0,225,CA,1,1,2,2,21,5,26,58,69,2,69,1351,0,0,26
California State University-Long Beach,362,194,231,0,298,CA,1,1,2,2,11,5,29,64,73,2,73,1494,1,0,58
California State University-Los Angeles,259,78,197,0,162,CA,1,1,2,2,11,5,9,39,52,2,52,981,0,0,24
California State University-Monterey Bay,58,44,72,0,38,CA,1,1,2,2,22,3,29,54,60,7,60,290,0,0,14
California State University-Northridge,384,185,173,0,155,CA,1,1,2,2,11,5,15,43,55,6,55,1252,11,0,24
California State University-Sacramento,326,117,226,0,146,CA,1,1,2,2,11,5,15,42,54,3,54,1116,1,0,40
California University of Pennsylvania,82,74,71,20,0,PA,1,1,2,2,23,3,37,49,50,25,51,287,0,1,0
California University of Science and Medicine,18,9,14,1,0,CA,1,2,2,2,21,1,22,34,71,20,50,47,0,0,0
California Western School of Law,24,6,2,1,0,CA,1,2,2,2,11,1,22,34,71,20,50,51,0,0,2
Calumet College of Saint Joseph,3,7,9,4,0,IN,1,2,2,2,21,1,25,28,28,16,28,44,0,0,18
Calvary University,6,4,7,0,0,MO,1,2,2,2,11,1,26,41,41,20,59,25,0,0,13
Calvin Theological Seminary,10,3,0,0,0,MI,1,2,2,2,12,1,22,34,71,20,50,14,0,0,6
Calvin University,116,44,34,0,0,MI,1,2,2,2,12,2,64,74,75,16,75,251,0,0,10
Cambridge College,13,1,2,0,1,MA,1,2,2,2,11,2,20,20,20,30,20,182,2,0,54
Cameron University,34,28,29,37,0,OK,1,1,2,2,13,2,17,29,34,30,23,157,0,0,35
Campbell University,42,105,86,24,1,NC,1,2,2,2,31,3,41,53,54,37,56,355,0,0,54
Campbellsville University,42,57,66,51,0,KY,1,2,2,2,32,4,29,35,37,20,36,352,0,0,108
Canisius College,51,50,29,0,4,NY,1,2,2,2,11,2,64,69,69,23,69,196,0,0,54
Capella University,0,0,0,0,0,MN,1,3,2,2,11,5,0,0,0,20,0,562,0,0,0
Capital University,59,28,24,42,0,OH,1,2,2,2,21,2,53,60,60,20,60,217,0,0,31
Capitol Technology University,4,1,1,0,0,MD,1,2,2,2,21,1,25,42,46,20,48,30,0,0,10
Cardinal Stritch University,7,20,33,0,0,WI,1,2,2,2,21,2,35,46,50,27,53,117,0,0,13
Career Networks Institute,0,0,0,16,0,CA,1,3,2,2,11,1,22,34,71,20,57,33,0,0,0
Careers Unlimited,166,182,201,56,19,UT,1,3,2,2,13,1,22,34,71,20,50,10,0,0,0
Carleton College,97,52,54,1,12,MN,1,2,2,2,32,2,88,93,94,20,94,245,0,0,39
Carlow University,28,24,40,17,0,PA,1,2,2,2,11,2,43,58,58,20,58,165,0,0,14
Carnegie Mellon University,417,282,256,0,0,PA,1,2,2,2,11,4,80,91,93,20,93,1407,130,0,46
Carolina College of Biblical Studies,166,182,201,56,19,NC,1,2,2,2,12,1,22,34,71,20,67,10,0,0,5
Carolina University,20,0,8,0,1,NC,1,2,2,2,12,1,28,40,40,35,46,45,0,0,12
Carolinas College of Health Sciences,0,0,0,0,0,NC,1,1,2,2,11,1,22,34,71,20,50,33,0,0,7
Carroll College,18,39,18,4,0,MT,1,2,2,2,33,2,49,65,67,20,67,94,0,0,12
Carroll University,18,39,42,0,43,WI,1,2,2,2,13,2,61,69,70,20,70,230,0,0,15
Carson-Newman University,31,38,42,4,0,TN,1,2,2,2,23,2,45,51,52,37,52,154,0,0,4
Carthage College,43,52,54,1,2,WI,1,2,2,2,22,2,55,61,62,20,62,196,0,0,5
Casa Loma College-Van Nuys,0,0,0,8,0,CA,1,2,2,2,11,1,22,34,71,20,37,12,0,0,0
Cascadia College,0,0,0,0,0,WA,1,1,2,2,21,2,22,34,71,24,37,80,0,0,5
Case Western Reserve University,465,287,240,105,85,OH,1,2,2,2,11,4,67,83,85,20,85,1291,519,0,172
Castleton University,33,28,18,0,0,VT,1,1,2,2,32,2,46,55,56,29,57,121,0,0,18
Catawba College,16,23,34,2,0,NC,1,2,2,2,22,2,49,53,56,10,56,88,0,0,9
Catholic Distance University,0,0,0,0,0,WV,1,2,2,2,31,1,22,34,71,20,50,14,0,0,9
Cazenovia College,21,15,9,12,0,NY,1,2,2,2,31,1,44,50,50,20,58,57,0,0,11
CBD College,0,0,0,24,0,CA,1,2,2,2,11,1,22,34,71,20,77,31,0,0,21
Cedar Crest College,21,16,24,14,0,PA,1,2,2,2,12,2,55,59,61,20,62,112,0,0,8
Cedarville University,66,81,74,6,0,OH,1,2,2,2,31,2,64,73,74,20,74,263,0,0,8
Centenary College of Louisiana,16,10,27,1,0,LA,1,2,2,2,12,1,49,55,56,20,56,62,0,0,3
Centenary University,11,19,34,2,0,NJ,1,2,2,2,21,2,50,58,59,3,62,107,1,0,7
Centra College,0,0,0,0,0,VA,1,2,2,2,13,1,22,34,71,20,50,34,0,0,1
Central Baptist College,8,6,12,1,0,AR,1,2,2,2,13,1,32,37,44,38,38,52,0,0,8
Central Christian College of Kansas,0,0,0,0,0,KS,1,2,2,2,33,1,14,18,22,20,23,30,0,0,9
Central Christian College of the Bible,15,0,0,0,0,MO,1,2,2,2,32,1,30,36,36,20,37,19,0,0,3
Central College,32,33,21,0,13,IA,1,2,2,2,32,2,63,66,68,30,68,106,0,0,7
Central Connecticut State University,200,136,90,2,0,CT,1,1,2,2,21,4,27,46,52,28,52,585,0,0,107
Central Methodist University-College of Graduate and Extended Studies,0,5,9,0,0,MO,1,2,2,2,32,2,22,34,71,20,50,59,0,0,10
Central Methodist University-College of Liberal Arts and Sciences,21,25,32,1,0,MO,1,2,2,2,32,2,36,42,44,42,44,87,0,0,7
Central Michigan University,322,147,92,1,145,MI,1,1,2,2,32,4,33,59,64,20,64,795,7,0,37
Central Penn College,3,10,11,9,0,PA,1,3,2,2,21,1,42,42,42,20,47,48,0,0,17
Central State University,21,37,42,3,0,OH,1,1,1,2,41,2,14,25,28,33,28,131,12,0,38
Central Washington University,79,75,82,15,90,WA,1,1,2,2,32,4,34,54,58,20,58,467,4,3,2
Central Wyoming College,24,9,7,15,0,WY,1,1,2,2,33,2,22,34,71,16,33,69,0,0,28
Central Yeshiva Beth Joseph,166,182,201,56,19,NY,1,2,2,2,11,1,22,34,71,20,50,6,0,0,0
Central Yeshiva Tomchei Tmimim Lubavitz,0,0,0,17,0,NY,1,2,2,2,11,1,0,6,16,54,16,20,0,0,0
Centralia College,0,0,0,0,0,WA,1,1,2,2,32,2,22,34,71,13,42,78,0,0,4
Centre College,34,43,49,5,0,KY,1,2,2,2,32,2,82,83,83,20,83,135,0,0,13
Centura College-Chesapeake,0,0,0,0,0,VA,1,3,2,2,21,1,22,34,71,20,64,8,0,0,0
Centura College-Virginia Beach,0,0,0,0,0,VA,1,3,2,2,11,1,22,34,71,20,78,8,0,0,0
Chadron State College,38,13,28,6,1,NE,1,1,2,2,33,2,24,39,42,40,42,102,0,0,48
Chamberlain University-Arizona,166,182,201,56,19,AZ,1,3,2,2,11,1,50,50,50,50,50,34,0,0,27
Chamberlain University-California,166,182,201,56,19,CA,1,3,2,2,13,1,22,34,71,20,50,11,0,0,9
Chamberlain University-Florida,166,182,201,56,19,FL,1,3,2,2,11,2,0,0,0,20,0,56,0,0,44
Chamberlain University-Georgia,166,182,201,56,19,GA,1,3,2,2,12,2,33,33,33,33,33,45,0,0,36
Chamberlain University-Illinois,166,182,201,56,19,IL,1,3,2,2,21,5,50,57,57,36,57,395,0,0,311
Chamberlain University-Indiana,166,182,201,56,19,IN,1,3,2,2,11,1,0,0,0,20,0,11,0,0,9
Chamberlain University-Louisiana,166,182,201,56,19,LA,1,3,2,2,21,1,22,34,71,20,50,11,0,0,9
Chamberlain University-Michigan,166,182,201,56,19,MI,1,3,2,2,13,1,22,34,71,20,50,23,0,0,18
Chamberlain University-Missouri,166,182,201,56,19,MO,1,3,2,2,21,1,0,0,0,100,0,23,0,0,18
Chamberlain University-Nevada,166,182,201,56,19,NV,1,3,2,2,11,1,22,34,71,20,50,23,0,0,18
Chamberlain University-New Jersey,166,182,201,56,19,NJ,1,3,2,2,21,2,22,34,71,20,50,45,0,0,36
Chamberlain University-North Carolina,166,182,201,56,19,NC,1,3,2,2,11,1,22,34,71,20,50,11,0,0,9
Chamberlain University-Ohio,166,182,201,56,19,OH,1,3,2,2,11,1,40,40,40,36,50,45,0,0,36
Chamberlain University-Texas,166,182,201,56,19,TX,1,3,2,2,11,2,100,100,100,20,100,79,0,0,62
Chamberlain University-Virginia,166,182,201,56,19,VA,1,3,2,2,21,1,50,50,50,50,50,23,0,0,18
Chaminade University of Honolulu,20,28,30,0,8,HI,1,2,2,2,11,2,43,57,58,20,59,122,4,1,14
Champion Christian College,166,182,201,56,19,AR,1,2,2,2,13,1,22,34,71,20,50,5,0,0,1
Champlain College,27,48,33,3,0,VT,1,2,2,2,13,2,57,64,66,20,66,202,0,0,10
Chapman University,160,157,197,26,0,CA,1,2,2,2,12,3,73,79,80,20,80,754,6,0,68
Charles R Drew University of Medicine and Science,6,9,28,20,0,CA,1,2,2,2,21,1,0,0,0,20,0,143,46,4,40
Charleston School of Law,10,7,3,2,0,SC,1,3,2,2,12,1,22,34,71,20,50,33,0,0,2
Charleston Southern University,42,50,78,20,2,SC,1,2,2,2,12,2,30,42,44,44,44,258,0,0,38
Charlotte Christian College and Theological Seminary,166,182,201,56,19,NC,1,2,2,2,11,1,22,34,71,20,50,14,0,0,1
Charter College,0,0,0,82,0,WA,1,3,2,2,12,2,22,34,71,20,52,136,0,0,0
Charter Oak State College,166,182,201,56,19,CT,1,1,2,2,21,2,22,34,71,20,50,74,0,0,23
Chatham University,18,43,66,4,0,PA,1,2,2,2,11,2,55,59,62,19,62,199,0,0,50
Chestnut Hill College,13,11,34,8,0,PA,1,2,2,2,11,2,48,51,52,20,52,107,0,0,18
Cheyney University of Pennsylvania,16,9,5,1,0,PA,1,1,1,2,21,1,21,26,27,47,27,38,0,0,0
CHI Health School of Radiologic Technology,166,182,201,56,19,NE,1,2,2,2,11,1,22,34,71,20,50,3,0,0,0
Chicago School of Professional Psychology - College of Nursing,0,1,8,0,0,TX,1,2,2,2,12,1,22,34,71,20,34,13,0,0,10
Chicago School of Professional Psychology at Dallas,166,182,201,56,19,TX,1,2,2,2,12,1,22,34,71,20,50,0,0,0,10
Chicago State University,48,50,59,0,34,IL,1,1,2,2,11,2,9,14,17,45,16,209,0,3,65
Chicago Theological Seminary,2,5,4,0,0,IL,1,2,2,2,11,1,22,34,71,20,50,11,0,2,12
Chipola College,8,1,14,18,0,FL,1,1,2,2,32,2,22,34,71,11,49,68,0,0,13
Chowan University,14,18,14,2,0,NC,1,2,2,2,32,2,16,29,31,44,31,48,0,0,27
Christ Mission College,166,182,201,56,19,TX,1,2,2,2,21,1,22,34,71,20,50,4,0,1,4
Christ the King Seminary,166,182,201,56,19,NY,1,2,2,2,41,1,22,34,71,20,50,2,0,0,1
Christian Brothers University,29,38,39,7,0,TN,1,2,2,2,11,2,37,55,57,20,57,154,0,0,45
Christian Theological Seminary,2,5,3,0,0,IN,1,2,2,2,11,1,22,34,71,20,50,15,3,2,5
Christie's Education,166,182,201,56,19,NY,1,3,2,2,11,1,22,34,71,20,50,-149,-5,74,60
Christopher Newport University,52,93,74,17,50,VA,1,1,2,2,12,2,70,78,80,15,80,346,3,0,32
Church Divinity School of the Pacific,1,4,0,1,0,CA,1,2,2,2,12,1,22,34,71,20,50,12,0,0,1
Cincinnati College of Mortuary Science,166,182,201,56,19,OH,1,2,2,2,21,1,22,34,71,20,50,5,0,0,0
Cincinnati State Technical and Community College,0,0,0,0,0,OH,1,1,2,2,11,3,22,34,71,22,15,290,0,0,36
Citadel Military College of South Carolina,66,62,63,17,0,SC,1,1,2,2,12,2,65,70,71,19,71,242,0,0,48
City College-Fort Lauderdale,0,0,0,5,0,FL,1,2,2,2,12,1,22,34,71,20,28,24,0,0,1
City College-Gainesville,0,0,0,2,0,FL,1,2,2,2,22,1,22,34,71,27,18,9,0,0,0
City College-Miami,166,182,201,56,19,FL,1,2,2,2,13,1,22,34,71,17,42,7,0,0,0
City University of Seattle,0,0,0,0,0,WA,1,2,2,2,11,2,22,34,71,20,50,140,2,0,51
City Vision University,166,182,201,56,19,MO,1,2,2,2,11,1,0,0,0,20,50,12,0,0,2
Claflin University,18,37,48,16,0,SC,1,2,1,2,32,2,37,47,50,7,50,146,1,0,14
Claremont Graduate University,52,23,18,0,0,CA,1,2,2,2,21,2,22,34,71,20,50,128,5,0,29
Claremont Lincoln University,166,182,201,56,19,CA,1,2,2,2,21,1,22,34,71,20,50,21,0,0,9
Claremont McKenna College,63,52,55,0,0,CA,1,2,2,2,21,2,81,91,92,5,92,173,0,0,28
Claremont School of Theology,17,0,0,0,0,CA,1,2,2,2,21,1,22,34,71,20,50,20,1,0,3
Clarion University of Pennsylvania,60,41,49,36,0,PA,1,1,2,2,33,2,42,55,57,23,53,207,0,0,12
Clark Atlanta University,46,75,28,12,10,GA,1,2,1,2,11,2,28,40,42,17,42,212,22,0,8
Clark College,0,0,0,173,0,WA,1,1,2,2,12,3,22,34,71,14,34,350,0,0,44
Clark State Community College,20,12,24,28,0,OH,1,1,2,2,13,3,22,34,71,39,21,178,0,0,31
Clark University,71,68,37,21,10,MA,1,2,2,2,12,2,70,74,75,16,75,266,12,0,59
Clarke University,18,17,33,11,0,IA,1,2,2,2,13,1,61,66,66,32,66,97,0,0,2
Clarks Summit University,17,8,6,0,0,PA,1,2,2,2,21,1,45,54,58,11,68,50,0,0,16
Clarkson College,4,23,19,23,0,NE,1,2,2,2,11,2,35,35,39,39,52,77,0,1,1
Clarkson University,57,64,101,11,0,NY,1,2,2,2,33,2,63,74,76,18,76,280,22,0,3
Clayton  State University,61,60,33,9,44,GA,1,1,2,2,21,3,12,24,31,34,31,252,0,1,64
Clear Creek Baptist Bible College,3,1,2,1,0,KY,1,2,2,2,42,1,10,10,20,20,17,9,0,0,5
Cleary University,0,6,0,0,0,MI,1,2,2,2,22,1,2,4,4,20,56,27,0,0,22
Clemson University,355,327,271,2,348,SC,1,1,2,2,21,5,63,82,85,12,85,1393,226,189,367
Cleveland Institute of Art,10,19,11,0,12,OH,1,2,2,2,11,1,56,60,64,16,64,75,0,0,18
Cleveland State University,139,181,118,2,114,OH,1,1,2,2,11,4,27,43,48,35,48,761,0,0,71
Cleveland University-Kansas City,7,7,6,20,0,KS,1,2,2,2,12,1,0,0,0,50,0,51,0,0,2
Clinton College,10,0,0,0,0,SC,1,2,1,2,13,1,1,4,4,20,8,16,0,0,16
Clover Park Technical College,0,0,0,95,0,WA,1,1,2,2,13,2,22,34,71,12,34,120,0,0,26
Coastal Carolina University,104,122,113,6,141,SC,1,1,2,2,13,4,32,44,46,41,46,528,0,0,41
Coe College,28,26,57,9,0,IA,1,2,2,2,12,2,55,59,59,20,62,141,0,0,1
Cogswell University of Silicon Valley,4,4,2,1,0,CA,1,3,2,2,11,1,22,41,46,5,46,32,0,0,2
Coker University,28,19,19,0,3,SC,1,2,2,2,32,2,44,52,53,36,53,85,0,0,9
Colby College,65,63,67,37,0,ME,1,2,2,2,33,2,89,90,90,8,90,237,0,0,21
Colby-Sawyer College,17,11,18,0,0,NH,1,2,2,2,42,1,56,63,64,20,65,64,0,0,8
Colgate University,99,82,103,13,22,NY,1,2,2,2,32,2,85,90,91,7,91,335,0,0,33
College for Creative Studies,11,22,18,2,0,MI,1,2,2,2,11,2,42,53,55,8,55,137,0,7,11
College of Biblical Studies-Houston,7,1,2,0,0,TX,1,2,2,2,11,1,0,25,25,20,40,23,0,0,5
College of Central Florida,19,36,19,7,0,FL,1,1,2,2,13,3,22,34,71,10,37,176,0,0,20
College of Charleston,149,189,115,58,0,SC,1,1,2,2,12,4,57,65,66,25,66,610,0,0,8
College of Coastal Georgia,10,28,43,6,14,GA,1,1,2,2,13,2,13,19,23,37,23,110,0,0,28
College of Menominee Nation,0,0,0,18,0,WI,1,2,2,1,42,1,22,34,71,20,13,28,0,0,6
College of Mount Saint Vincent,13,32,24,7,0,NY,1,2,2,2,11,2,43,59,63,20,63,151,1,0,7
College of Our Lady of the Elms,8,22,19,1,4,MA,1,2,2,2,21,2,55,64,64,29,64,92,0,0,15
College of Saint Benedict,47,51,26,8,0,MN,1,2,2,2,22,2,80,85,85,20,85,138,0,0,23
College of Saint Mary,15,14,39,17,0,NE,1,2,2,2,11,2,49,55,59,27,61,111,0,0,22
College of Southern Idaho,54,23,18,43,0,ID,1,1,2,2,33,3,22,34,71,13,26,199,0,0,94
College of Southern Nevada,379,0,0,80,0,NV,1,1,2,2,11,5,22,34,71,17,15,873,2,0,45
College of Staten Island CUNY,134,105,58,0,36,NY,1,1,2,2,11,4,26,42,50,33,31,520,0,0,52
College of the Atlantic,27,0,0,0,0,ME,1,2,2,2,33,1,53,65,66,20,66,27,0,0,1
College of the Holy Cross,98,89,79,4,24,MA,1,2,2,2,12,2,90,92,93,5,93,306,0,0,48
College of the Ozarks,23,36,34,3,0,MO,1,2,2,2,32,2,45,60,60,29,60,112,0,0,18
College Unbound,166,182,201,56,19,RI,1,2,2,2,12,1,22,34,71,20,50,14,0,0,6
CollegeAmerica-Colorado Springs,166,182,201,56,19,CO,1,2,2,2,11,1,22,34,71,20,50,-149,-5,74,60
CollegeAmerica-Fort Collins,166,182,201,56,19,CO,1,2,2,2,12,1,22,34,71,20,50,-149,-5,74,60
Collin County Community College District,0,0,0,0,0,TX,1,1,2,2,22,5,22,34,71,34,16,854,0,0,297
Colorado Christian University,24,28,54,1,0,CO,1,2,2,2,12,3,54,59,60,20,61,279,0,0,23
